Service,Method,Source,Classification,Status,SaveChangesLines,Repositories,Calls
ProjectObjectiveService,UpdateAsync,tesisproject.backend/Services/Implementations/ProjectObjectiveService.cs:202,DIRECT,CREATED,244,ObjectiveTypes;ProjectObjectives;SaveChangesAsync,_uow.ObjectiveTypes;_uow.ProjectObjectives;_uow.SaveChangesAsync
ProjectResearchCategoryService,CreateAsync,tesisproject.backend/Services/Implementations/ProjectResearchCategoryService.cs:60,DIRECT,CREATED,74,ProjectResearchCategories;SaveChangesAsync,_uow.ProjectResearchCategories;_uow.SaveChangesAsync
ProjectResearchCategoryService,DeleteAsync,tesisproject.backend/Services/Implementations/ProjectResearchCategoryService.cs:105,DIRECT,CREATED,119,ProjectResearchCategories;SaveChangesAsync,_uow.ProjectResearchCategories;_uow.SaveChangesAsync
ProjectResearchCategoryService,FailNotFound,tesisproject.backend/Services/Implementations/ProjectResearchCategoryService.cs:129,DIRECT,CREATED,,,
ProjectResearchCategoryService,FailValidation,tesisproject.backend/Services/Implementations/ProjectResearchCategoryService.cs:126,DIRECT,CREATED,,,
ProjectResearchCategoryService,GetByIdAsync,tesisproject.backend/Services/Implementations/ProjectResearchCategoryService.cs:40,DIRECT,CREATED,,ProjectResearchCategories,_uow.ProjectResearchCategories
ProjectResearchCategoryService,ListAsync,tesisproject.backend/Services/Implementations/ProjectResearchCategoryService.cs:26,DIRECT,CREATED,,ProjectResearchCategories,_uow.ProjectResearchCategories
ProjectResearchCategoryService,MapToDetailDTO,tesisproject.backend/Services/Implementations/ProjectResearchCategoryService.cs:140,DIRECT,CREATED,,,
ProjectResearchCategoryService,MapToListItemDTO,tesisproject.backend/Services/Implementations/ProjectResearchCategoryService.cs:132,DIRECT,CREATED,,,
ProjectResearchCategoryService,ProjectResearchCategoryService,tesisproject.backend/Services/Implementations/ProjectResearchCategoryService.cs:19,DIRECT,CREATED,,,
ProjectResearchCategoryService,UpdateAsync,tesisproject.backend/Services/Implementations/ProjectResearchCategoryService.cs:81,DIRECT,CREATED,98,ProjectResearchCategories;SaveChangesAsync,_uow.ProjectResearchCategories;_uow.SaveChangesAsync
ProjectService,ApplyUpdate,tesisproject.backend/Services/Implementations/ProjectService.cs:2097,DIRECT,CREATED,,,
ProjectService,CreateAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:217,LOGIC_CHANGE,TODO_LOGIC,244,Projects;SaveChangesAsync,_uow.Projects;_uow.SaveChangesAsync
ProjectService,CreateFullAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:414,LOGIC_CHANGE,TODO_LOGIC,877,Budgets;ExternalResearcherProjects;GroupMembers;Groups;ObjectiveActivities;ProjectDocuments;ProjectObjectives;ProjectResearchCategories;Projects;SaveChangesAsync,_appUsers.EnsureAppUsersAsync;_externalDirectory.GetByEmailsAsync;_externalDistributivosRaw.GetDistributivosByCorreosAsync;_externalPeriods.GetAllAsync;_uow.Budgets;_uow.ExternalResearcherProjects;_uow.GroupMembers;_uow.Groups;_uow.ObjectiveActivities;_uow.ProjectDocuments;_uow.ProjectObjectives;_uow.ProjectResearchCategories;_uow.Projects;_uow.SaveChangesAsync
ProjectService,DeleteAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:313,DIRECT,CREATED,326,Projects;SaveChangesAsync,_uow.Projects;_uow.SaveChangesAsync
ProjectService,FailActorUserNotFound,tesisproject.backend/Services/Implementations/ProjectService.cs:2115,DIRECT,CREATED,,,
ProjectService,FailConflict,tesisproject.backend/Services/Implementations/ProjectService.cs:2143,DIRECT,CREATED,,,
ProjectService,FailNotFound,tesisproject.backend/Services/Implementations/ProjectService.cs:2131,DIRECT,CREATED,,,
ProjectService,FailUnauthorized,tesisproject.backend/Services/Implementations/ProjectService.cs:2109,DIRECT,CREATED,,,
ProjectService,FailUnexpected,tesisproject.backend/Services/Implementations/ProjectService.cs:2137,DIRECT,CREATED,,,
ProjectService,FailValidation,tesisproject.backend/Services/Implementations/ProjectService.cs:2121,DIRECT,CREATED,,,
ProjectService,FilterToLeafCategories,tesisproject.backend/Services/Implementations/ProjectService.cs:1860,DIRECT,CREATED,,,
ProjectService,GenerateUniqueProjectCodeAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:1835,DIRECT,CREATED,,Projects,_uow.Projects
ProjectService,GetAllAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:89,DIRECT,CREATED,,Projects,_uow.Projects
ProjectService,GetByIdAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:141,DIRECT,CREATED,,Projects,_uow.Projects
ProjectService,GetByTypeAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:184,DIRECT,CREATED,,Projects,_uow.Projects
ProjectService,GetExistingActorUserIdAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:1770,DIRECT,CREATED,,AppUsers,_currentUser.GetRequiredUserId;_uow.AppUsers
ProjectService,GetProjectDetailAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:340,DIRECT,CREATED,,ProjectDocuments;Projects,_uow.ProjectDocuments;_uow.Projects
ProjectService,ImportFromMatrixAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:1150,LOGIC_CHANGE,TODO_LOGIC,1738,Budgets;Convocations;DocumentTypes;Documents;ExternalResearcherProjects;Groups;ProjectDocuments;ProjectExtensions;ProjectObjectives;ProjectResearchCategories;ProjectStates;Projects;SaveChangesAsync;Visits,_externalAcademics.GetFacultiesAsync;_externalDirectory.GetAllAsync;_externalPeriods.GetAllAsync;_logger.LogError;_logger.LogInformation;_researchCategoryService.ListAsync;_uow.Budgets;_uow.Convocations;_uow.DocumentTypes;_uow.Documents;_uow.ExternalResearcherProjects;_uow.Groups;_uow.ProjectDocuments;_uow.ProjectExtensions;_uow.ProjectObjectives;_uow.ProjectResearchCategories;_uow.ProjectStates;_uow.Projects;_uow.SaveChangesAsync;_uow.Visits
ProjectService,InsertGroupMembersFromDirectoryAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:992,LOGIC_CHANGE,TODO_LOGIC,,GroupMembers,_appUsers.EnsureAppUsersAsync;_uow.GroupMembers
ProjectService,MapToDTO,tesisproject.backend/Services/Implementations/ProjectService.cs:916,DIRECT,CREATED,,,
ProjectService,MapToEntity,tesisproject.backend/Services/Implementations/ProjectService.cs:900,LOGIC_CHANGE,TODO_LOGIC,,,
ProjectService,NormalizeHeader,tesisproject.backend/Services/Implementations/ProjectService.cs:1814,DIRECT,CREATED,,,
ProjectService,ProjectService,tesisproject.backend/Services/Implementations/ProjectService.cs:65,DIRECT,CREATED,,,
ProjectService,RelayFailure,tesisproject.backend/Services/Implementations/ProjectService.cs:2149,DIRECT,CREATED,,,
ProjectService,ResolveAcademicPeriodId,tesisproject.backend/Services/Implementations/ProjectService.cs:2063,DIRECT,CREATED,,,
ProjectService,ResolveAppRoleFromMemberRole,tesisproject.backend/Services/Implementations/ProjectService.cs:1761,DIRECT,CREATED,,,
ProjectService,ResolveDocumentTypeId,tesisproject.backend/Services/Implementations/ProjectService.cs:1777,DIRECT,CREATED,,,
ProjectService,ResolveFacultyExternalId,tesisproject.backend/Services/Implementations/ProjectService.cs:1931,DIRECT,CREATED,,,
ProjectService,ResolveOrCreateConvocationAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:1966,DIRECT,CREATED,,,
ProjectService,ResolveProjectStateId,tesisproject.backend/Services/Implementations/ProjectService.cs:2016,DIRECT,CREATED,,,
ProjectService,ResolveResearchCategoryId,tesisproject.backend/Services/Implementations/ProjectService.cs:1890,DIRECT,CREATED,,,
ProjectService,UpdateAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:281,DIRECT,CREATED,295,Projects;SaveChangesAsync,_uow.Projects;_uow.SaveChangesAsync
ProjectService,UpdateResearchCategoriesAsync,tesisproject.backend/Services/Implementations/ProjectService.cs:933,DIRECT,CREATED,982,ProjectResearchCategories;Projects;SaveChangesAsync,_uow.ProjectResearchCategories;_uow.Projects;_uow.SaveChangesAsync
ProjectsFiltersService,BuildResearchCategoryTypesAsync,tesisproject.backend/Services/Implementations/ProjectsFiltersService.cs:90,DIRECT,CREATED,,,_researchTypes.Query
ProjectsFiltersService,GetBootstrapAsync,tesisproject.backend/Services/Implementations/ProjectsFiltersService.cs:29,LOGIC_CHANGE,TODO_LOGIC,,,_catalogs.GetKeyValuesAsync;_extTypes.GetFacultiesKeyValuesAsync
ProjectsFiltersService,GetDataOrEmpty,tesisproject.backend/Services/Implementations/ProjectsFiltersService.cs:80,DIRECT,CREATED,,,
ProjectsFiltersService,ProjectsFiltersService,tesisproject.backend/Services/Implementations/ProjectsFiltersService.cs:19,DIRECT,CREATED,,,
ResearchCategoryService,BuildTree,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:363,DIRECT,CREATED,,,
ResearchCategoryService,CreateAsync,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:92,DIRECT,CREATED,152,ResearchCategories;SaveChangesAsync,_uow.ResearchCategories;_uow.SaveChangesAsync
ResearchCategoryService,DeleteAsync,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:260,DIRECT,CREATED,284,ResearchCategories;SaveChangesAsync,_uow.ResearchCategories;_uow.SaveChangesAsync
ResearchCategoryService,EnsureParentExistsAsync,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:356,DIRECT,CREATED,,ResearchCategories,_uow.ResearchCategories
ResearchCategoryService,GetByIdAsync,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:62,DIRECT,CREATED,,,
ResearchCategoryService,GetTreeAsync,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:44,DIRECT,CREATED,,ResearchCategories,_uow.ResearchCategories
ResearchCategoryService,ListAsync,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:23,DIRECT,CREATED,,ResearchCategories,_uow.ResearchCategories
ResearchCategoryService,NormalizeName,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:351,DIRECT,CREATED,,,
ResearchCategoryService,QueryWithTypeAndParent,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:313,DIRECT,CREATED,,ResearchCategories,_uow.ResearchCategories
ResearchCategoryService,ResearchCategoryService,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:16,DIRECT,CREATED,,,
ResearchCategoryService,ToDetailDto,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:337,DIRECT,CREATED,,,
ResearchCategoryService,ToListItemDto,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:321,DIRECT,CREATED,,,
ResearchCategoryService,UpdateAsync,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:163,DIRECT,CREATED,249,ResearchCategories;SaveChangesAsync,_uow.ResearchCategories;_uow.SaveChangesAsync
ResearchCategoryService,ValidationFailure,tesisproject.backend/Services/Implementations/ResearchCategoryService.cs:289,DIRECT,CREATED,,,
ResearchCategoryTypeService,CreateAsync,tesisproject.backend/Services/Implementations/ResearchCategoryTypeService.cs:72,DIRECT,CREATED,92,ResearchCategoryTypes;SaveChangesAsync,_uow.ResearchCategoryTypes;_uow.SaveChangesAsync
ResearchCategoryTypeService,DeleteAsync,tesisproject.backend/Services/Implementations/ResearchCategoryTypeService.cs:128,DIRECT,CREATED,138,ResearchCategoryTypes;SaveChangesAsync,_uow.ResearchCategoryTypes;_uow.SaveChangesAsync
ResearchCategoryTypeService,GetByIdAsync,tesisproject.backend/Services/Implementations/ResearchCategoryTypeService.cs:48,DIRECT,CREATED,,ResearchCategoryTypes,_uow.ResearchCategoryTypes
ResearchCategoryTypeService,ListAsync,tesisproject.backend/Services/Implementations/ResearchCategoryTypeService.cs:27,DIRECT,CREATED,,ResearchCategoryTypes,_uow.ResearchCategoryTypes
ResearchCategoryTypeService,ResearchCategoryTypeService,tesisproject.backend/Services/Implementations/ResearchCategoryTypeService.cs:19,DIRECT,CREATED,,,
ResearchCategoryTypeService,ToDetailDto,tesisproject.backend/Services/Implementations/ResearchCategoryTypeService.cs:155,DIRECT,CREATED,,,
ResearchCategoryTypeService,ToDetailItemDto,tesisproject.backend/Services/Implementations/ResearchCategoryTypeService.cs:169,DIRECT,CREATED,,,
ResearchCategoryTypeService,ToListItemDto,tesisproject.backend/Services/Implementations/ResearchCategoryTypeService.cs:143,DIRECT,CREATED,,,
ResearchCategoryTypeService,UpdateAsync,tesisproject.backend/Services/Implementations/ResearchCategoryTypeService.cs:101,DIRECT,CREATED,120,ResearchCategoryTypes;SaveChangesAsync,_uow.ResearchCategoryTypes;_uow.SaveChangesAsync
VisitIssueService,CreateAsync,tesisproject.backend/Services/Implementations/VisitIssueService.cs:34,ADAPTABLE,CREATED,57,SaveChangesAsync,_issueRepo.AddAsync;_uow.SaveChangesAsync
VisitIssueService,DeleteAsync,tesisproject.backend/Services/Implementations/VisitIssueService.cs:142,ADAPTABLE,CREATED,151,SaveChangesAsync,_issueRepo.FirstOrDefaultAsync;_issueRepo.Remove;_uow.SaveChangesAsync
VisitIssueService,FailUserNotFound,tesisproject.backend/Services/Implementations/VisitIssueService.cs:178,ADAPTABLE,CREATED,,,
VisitIssueService,FailVisitIssueNotFound,tesisproject.backend/Services/Implementations/VisitIssueService.cs:172,ADAPTABLE,CREATED,,,
VisitIssueService,FailVisitNotFound,tesisproject.backend/Services/Implementations/VisitIssueService.cs:166,ADAPTABLE,CREATED,,,
VisitIssueService,GetByIdAsync,tesisproject.backend/Services/Implementations/VisitIssueService.cs:73,ADAPTABLE,CREATED,,,_issueRepo.GetByIdWithRefsAsync
VisitIssueService,GetExistingActorUserIdAsync,tesisproject.backend/Services/Implementations/VisitIssueService.cs:159,ADAPTABLE,CREATED,,AppUsers,_currentUser.GetRequiredUserId;_uow.AppUsers
VisitIssueService,ListByVisitAsync,tesisproject.backend/Services/Implementations/VisitIssueService.cs:87,ADAPTABLE,CREATED,,,_issueRepo.GetByVisitAsync
VisitIssueService,ToResponse,tesisproject.backend/Services/Implementations/VisitIssueService.cs:187,ADAPTABLE,CREATED,,,
VisitIssueService,UpdateAsync,tesisproject.backend/Services/Implementations/VisitIssueService.cs:104,ADAPTABLE,CREATED,126,SaveChangesAsync,_issueRepo.FirstOrDefaultAsync;_issueRepo.Update;_uow.SaveChangesAsync
VisitIssueService,VisitExistsAsync,tesisproject.backend/Services/Implementations/VisitIssueService.cs:156,ADAPTABLE,CREATED,,,_visitRepo.ExistsAsync
VisitIssueService,VisitIssueService,tesisproject.backend/Services/Implementations/VisitIssueService.cs:19,ADAPTABLE,CREATED,,,
VisitObjectiveActivityProgressService,ActivityBelongsToProjectAsync,tesisproject.backend/Services/Implementations/VisitObjectiveActivityProgressService.cs:181,DIRECT,CREATED,,ObjectiveActivities;ProjectObjectives,_uow.ObjectiveActivities;_uow.ProjectObjectives
VisitObjectiveActivityProgressService,BuildSingleResponseDto,tesisproject.backend/Services/Implementations/VisitObjectiveActivityProgressService.cs:213,DIRECT,CREATED,,,
VisitObjectiveActivityProgressService,DeleteAsync,tesisproject.backend/Services/Implementations/VisitObjectiveActivityProgressService.cs:152,DIRECT,CREATED,164,SaveChangesAsync;VisitObjectiveActivityProgresses,_uow.SaveChangesAsync;_uow.VisitObjectiveActivityProgresses
VisitObjectiveActivityProgressService,FailConflict,tesisproject.backend/Services/Implementations/VisitObjectiveActivityProgressService.cs:232,DIRECT,CREATED,,,
VisitObjectiveActivityProgressService,IsProgressOutOfRange,tesisproject.backend/Services/Implementations/VisitObjectiveActivityProgressService.cs:178,DIRECT,CREATED,,,
VisitObjectiveActivityProgressService,SumOtherProgressAsync,tesisproject.backend/Services/Implementations/VisitObjectiveActivityProgressService.cs:195,DIRECT,CREATED,,VisitObjectiveActivityProgresses;Visits,_uow.VisitObjectiveActivityProgresses;_uow.Visits
VisitObjectiveActivityProgressService,UpsertSingleAsync,tesisproject.backend/Services/Implementations/VisitObjectiveActivityProgressService.cs:36,DIRECT,CREATED,125,SaveChangesAsync;VisitObjectiveActivityProgresses;Visits,_uow.SaveChangesAsync;_uow.VisitObjectiveActivityProgresses;_uow.Visits
VisitObjectiveActivityProgressService,VisitObjectiveActivityProgressService,tesisproject.backend/Services/Implementations/VisitObjectiveActivityProgressService.cs:31,DIRECT,CREATED,,,
VisitService,BulkScheduleAsync,tesisproject.backend/Services/Implementations/VisitService.cs:479,DIRECT,CREATED,522,SaveChangesAsync;Visits,_uow.SaveChangesAsync;_uow.Visits
VisitService,CreateAsync,tesisproject.backend/Services/Implementations/VisitService.cs:38,DIRECT,CREATED,58,SaveChangesAsync;Visits,_uow.SaveChangesAsync;_uow.Visits
VisitService,DeleteAsync,tesisproject.backend/Services/Implementations/VisitService.cs:224,DIRECT,CREATED,238,SaveChangesAsync;Visits,_uow.SaveChangesAsync;_uow.Visits
VisitService,FailConflict,tesisproject.backend/Services/Implementations/VisitService.cs:571,DIRECT,CREATED,,,
VisitService,FailUnexpected,tesisproject.backend/Services/Implementations/VisitService.cs:579,DIRECT,CREATED,,,
VisitService,FinalizeAsync,tesisproject.backend/Services/Implementations/VisitService.cs:275,DIRECT,CREATED,317,SaveChangesAsync;VisitStates;Visits,_uow.SaveChangesAsync;_uow.VisitStates;_uow.Visits
VisitService,GetByIdAsync,tesisproject.backend/Services/Implementations/VisitService.cs:79,DIRECT,CREATED,,Visits,_uow.Visits
VisitService,GetVisitDetailAsync,tesisproject.backend/Services/Implementations/VisitService.cs:254,DIRECT,CREATED,,Visits,_uow.Visits
VisitService,ListAsync,tesisproject.backend/Services/Implementations/VisitService.cs:102,DIRECT,CREATED,,Visits,_uow.Visits
VisitService,ListByProjectAsync,tesisproject.backend/Services/Implementations/VisitService.cs:136,DIRECT,CREATED,,Visits,_uow.Visits
VisitService,ListByStateAsync,tesisproject.backend/Services/Implementations/VisitService.cs:410,DIRECT,CREATED,,Visits,_uow.Visits
VisitService,ListPlannedForExecutionAsync,tesisproject.backend/Services/Implementations/VisitService.cs:338,DIRECT,CREATED,,Projects,_uow.Projects
VisitService,LoadWithRefsOrFailAsync,tesisproject.backend/Services/Implementations/VisitService.cs:552,DIRECT,CREATED,,Visits,_uow.Visits
VisitService,MapToDetailDTO,tesisproject.backend/Services/Implementations/VisitService.cs:540,DIRECT,CREATED,,,
VisitService,MapToListDTO,tesisproject.backend/Services/Implementations/VisitService.cs:529,DIRECT,CREATED,,,
VisitService,UpdateAsync,tesisproject.backend/Services/Implementations/VisitService.cs:168,DIRECT,CREATED,203,SaveChangesAsync;Visits,_uow.SaveChangesAsync;_uow.Visits
VisitService,VisitService,tesisproject.backend/Services/Implementations/VisitService.cs:31,DIRECT,CREATED,,,
