Service,Method,Source,Classification,Status,SaveChangesLines,Repositories,Calls
MatrixTemplateExcelExportService,NormalizeTemplateFieldKey,tesisproject.backend/Services/Implementations/MatrixTemplateExcelExportService.cs:361,DIRECT,CREATED,,,
MatrixTemplateExcelExportService,RelayFailure,tesisproject.backend/Services/Implementations/MatrixTemplateExcelExportService.cs:1028,DIRECT,CREATED,,,
MatrixTemplateExcelExportService,ResolveObjetivosBundle,tesisproject.backend/Services/Implementations/MatrixTemplateExcelExportService.cs:626,DIRECT,CREATED,,,
MatrixTemplateExcelExportService,ResolveResearchCategoriesBundle,tesisproject.backend/Services/Implementations/MatrixTemplateExcelExportService.cs:659,DIRECT,CREATED,,,
MatrixTemplateExcelExportService,UnexpectedFailure,tesisproject.backend/Services/Implementations/MatrixTemplateExcelExportService.cs:1020,DIRECT,CREATED,,,
MatrixTemplateExcelExportService,ValidationFailure,tesisproject.backend/Services/Implementations/MatrixTemplateExcelExportService.cs:996,DIRECT,CREATED,,,
MemberRoleTypeService,CreateAsync,tesisproject.backend/Services/Implementations/MemberRoleTypeService.cs:69,ADAPTABLE,CREATED,91,MemberRoleTypeRepository;SaveChangesAsync,_uow.MemberRoleTypeRepository;_uow.SaveChangesAsync
MemberRoleTypeService,GetByIdAsync,tesisproject.backend/Services/Implementations/MemberRoleTypeService.cs:43,ADAPTABLE,CREATED,,MemberRoleTypeRepository,_uow.MemberRoleTypeRepository
MemberRoleTypeService,GetKeyValuesAsync,tesisproject.backend/Services/Implementations/MemberRoleTypeService.cs:58,ADAPTABLE,CREATED,,MemberRoleTypeRepository,_uow.MemberRoleTypeRepository
MemberRoleTypeService,ListAsync,tesisproject.backend/Services/Implementations/MemberRoleTypeService.cs:28,ADAPTABLE,CREATED,,MemberRoleTypeRepository,_uow.MemberRoleTypeRepository
MemberRoleTypeService,MemberRoleTypeService,tesisproject.backend/Services/Implementations/MemberRoleTypeService.cs:21,ADAPTABLE,CREATED,,,
MemberRoleTypeService,NormalizeName,tesisproject.backend/Services/Implementations/MemberRoleTypeService.cs:130,ADAPTABLE,CREATED,,,
MemberRoleTypeService,ToDetailDto,tesisproject.backend/Services/Implementations/MemberRoleTypeService.cs:142,ADAPTABLE,CREATED,,,
MemberRoleTypeService,ToListItemDto,tesisproject.backend/Services/Implementations/MemberRoleTypeService.cs:133,ADAPTABLE,CREATED,,,
MemberRoleTypeService,UpdateAsync,tesisproject.backend/Services/Implementations/MemberRoleTypeService.cs:97,ADAPTABLE,CREATED,122,MemberRoleTypeRepository;SaveChangesAsync,_uow.MemberRoleTypeRepository;_uow.SaveChangesAsync
ObjectiveActivityService,ClampPercentage,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:416,DIRECT,CREATED,,,
ObjectiveActivityService,CreateAsync,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:106,DIRECT,CREATED,136,ObjectiveActivities;ProjectObjectives;SaveChangesAsync,_uow.ObjectiveActivities;_uow.ProjectObjectives;_uow.SaveChangesAsync
ObjectiveActivityService,DeleteAsync,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:208,DIRECT,CREATED,222,ObjectiveActivities;SaveChangesAsync,_uow.ObjectiveActivities;_uow.SaveChangesAsync
ObjectiveActivityService,GetByIdAsync,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:82,DIRECT,CREATED,,ObjectiveActivities;VisitObjectiveActivityProgresses,_uow.ObjectiveActivities;_uow.VisitObjectiveActivityProgresses
ObjectiveActivityService,GetLatestProgressEntityForVisitAsync,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:332,DIRECT,CREATED,,VisitObjectiveActivityProgresses,_uow.VisitObjectiveActivityProgresses
ObjectiveActivityService,GetProgressOrDefault,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:329,DIRECT,CREATED,,,
ObjectiveActivityService,ListByObjectiveAsync,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:41,DIRECT,CREATED,,ObjectiveActivities;VisitObjectiveActivityProgresses,_uow.ObjectiveActivities;_uow.VisitObjectiveActivityProgresses
ObjectiveActivityService,MapToDetailDto,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:314,DIRECT,CREATED,,,
ObjectiveActivityService,ObjectiveActivityService,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:34,DIRECT,CREATED,,,
ObjectiveActivityService,RecalculateProjectExecutionPercentageAsync,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:344,DIRECT,CREATED,,ProjectObjectives;VisitObjectiveActivityProgresses,_uow.ProjectObjectives;_uow.VisitObjectiveActivityProgresses
ObjectiveActivityService,SetProgressAsync,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:227,DIRECT,CREATED,304,ObjectiveActivities;SaveChangesAsync;VisitObjectiveActivityProgresses;Visits,_uow.ObjectiveActivities;_uow.SaveChangesAsync;_uow.VisitObjectiveActivityProgresses;_uow.Visits
ObjectiveActivityService,SetProjectExecutionAsync,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:402,DIRECT,CREATED,413,Projects;SaveChangesAsync,_uow.Projects;_uow.SaveChangesAsync
ObjectiveActivityService,SingleIdArray,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:327,DIRECT,CREATED,,,
ObjectiveActivityService,UpdateAsync,tesisproject.backend/Services/Implementations/ObjectiveActivityService.cs:145,DIRECT,CREATED,193,ObjectiveActivities;ProjectObjectives;SaveChangesAsync;VisitObjectiveActivityProgresses,_uow.ObjectiveActivities;_uow.ProjectObjectives;_uow.SaveChangesAsync;_uow.VisitObjectiveActivityProgresses
ObjectiveActivityUserService,AssignAsync,tesisproject.backend/Services/Implementations/ObjectiveActivityUserService.cs:46,DIRECT,CREATED,132,ObjectiveActivities;ObjectiveActivityUsers;SaveChangesAsync;Visits,_uow.ObjectiveActivities;_uow.ObjectiveActivityUsers;_uow.SaveChangesAsync;_uow.Visits
ObjectiveActivityUserService,Key,tesisproject.backend/Services/Implementations/ObjectiveActivityUserService.cs:203,DIRECT,CREATED,,,
ObjectiveActivityUserService,ListByActivityAsync,tesisproject.backend/Services/Implementations/ObjectiveActivityUserService.cs:22,DIRECT,CREATED,,ObjectiveActivityUsers,_uow.ObjectiveActivityUsers
ObjectiveActivityUserService,MapToDto,tesisproject.backend/Services/Implementations/ObjectiveActivityUserService.cs:208,DIRECT,CREATED,,,
ObjectiveActivityUserService,NormalizeText,tesisproject.backend/Services/Implementations/ObjectiveActivityUserService.cs:205,DIRECT,CREATED,,,
ObjectiveActivityUserService,ObjectiveActivityUserService,tesisproject.backend/Services/Implementations/ObjectiveActivityUserService.cs:15,DIRECT,CREATED,,,
ObjectiveActivityUserService,UnassignAsync,tesisproject.backend/Services/Implementations/ObjectiveActivityUserService.cs:172,DIRECT,CREATED,196,ObjectiveActivityUsers;SaveChangesAsync,_uow.ObjectiveActivityUsers;_uow.SaveChangesAsync
ObjectiveActivityUserService,UpdateAsync,tesisproject.backend/Services/Implementations/ObjectiveActivityUserService.cs:138,DIRECT,CREATED,166,ObjectiveActivityUsers;SaveChangesAsync,_uow.ObjectiveActivityUsers;_uow.SaveChangesAsync
ProductAttributeDefinitionService,CreateAsync,tesisproject.backend/Services/Implementations/ProductAttributeDefinitionService.cs:79,DIRECT,CREATED,115,ProductAttributeDefinitions;SaveChangesAsync,_uow.ProductAttributeDefinitions;_uow.SaveChangesAsync
ProductAttributeDefinitionService,DeleteAsync,tesisproject.backend/Services/Implementations/ProductAttributeDefinitionService.cs:169,DIRECT,CREATED,183,ProductAttributeDefinitions;SaveChangesAsync,_uow.ProductAttributeDefinitions;_uow.SaveChangesAsync
ProductAttributeDefinitionService,GetByIdAsync,tesisproject.backend/Services/Implementations/ProductAttributeDefinitionService.cs:60,DIRECT,CREATED,,,
ProductAttributeDefinitionService,Key,tesisproject.backend/Services/Implementations/ProductAttributeDefinitionService.cs:196,DIRECT,CREATED,,,
ProductAttributeDefinitionService,ListByProductTypeAsync,tesisproject.backend/Services/Implementations/ProductAttributeDefinitionService.cs:29,DIRECT,CREATED,,,
ProductAttributeDefinitionService,MapToDetailDto,tesisproject.backend/Services/Implementations/ProductAttributeDefinitionService.cs:198,DIRECT,CREATED,,,
ProductAttributeDefinitionService,ProductAttributeDefinitionService,tesisproject.backend/Services/Implementations/ProductAttributeDefinitionService.cs:22,DIRECT,CREATED,,,
ProductAttributeDefinitionService,QueryWithRefs,tesisproject.backend/Services/Implementations/ProductAttributeDefinitionService.cs:190,DIRECT,CREATED,,ProductAttributeDefinitions,_uow.ProductAttributeDefinitions
ProductAttributeDefinitionService,UpdateAsync,tesisproject.backend/Services/Implementations/ProductAttributeDefinitionService.cs:125,DIRECT,CREATED,159,ProductAttributeDefinitions;SaveChangesAsync,_uow.ProductAttributeDefinitions;_uow.SaveChangesAsync
ProductAttributeService,CreateAsync,tesisproject.backend/Services/Implementations/ProductAttributeService.cs:61,DIRECT,CREATED,85,ProductAttributes;SaveChangesAsync,_uow.ProductAttributes;_uow.SaveChangesAsync
ProductAttributeService,DeleteAsync,tesisproject.backend/Services/Implementations/ProductAttributeService.cs:127,DIRECT,CREATED,144,ProductAttributes;SaveChangesAsync,_uow.ProductAttributes;_uow.SaveChangesAsync
ProductAttributeService,GetByIdAsync,tesisproject.backend/Services/Implementations/ProductAttributeService.cs:44,DIRECT,CREATED,,ProductAttributes,_uow.ProductAttributes
ProductAttributeService,Key,tesisproject.backend/Services/Implementations/ProductAttributeService.cs:151,DIRECT,CREATED,,,
ProductAttributeService,ListAsync,tesisproject.backend/Services/Implementations/ProductAttributeService.cs:29,DIRECT,CREATED,,ProductAttributes,_uow.ProductAttributes
ProductAttributeService,NormalizeName,tesisproject.backend/Services/Implementations/ProductAttributeService.cs:153,DIRECT,CREATED,,,
ProductAttributeService,ProductAttributeService,tesisproject.backend/Services/Implementations/ProductAttributeService.cs:22,DIRECT,CREATED,,,
ProductAttributeService,ToDetailDto,tesisproject.backend/Services/Implementations/ProductAttributeService.cs:167,DIRECT,CREATED,,,
ProductAttributeService,ToListItemDto,tesisproject.backend/Services/Implementations/ProductAttributeService.cs:156,DIRECT,CREATED,,,
ProductAttributeService,UpdateAsync,tesisproject.backend/Services/Implementations/ProductAttributeService.cs:91,DIRECT,CREATED,121,ProductAttributes;SaveChangesAsync,_uow.ProductAttributes;_uow.SaveChangesAsync
ProductService,CreateAsync,tesisproject.backend/Services/Implementations/ProductService.cs:48,LOGIC_CHANGE,TODO_LOGIC,114;129,ProductAttributeDefinitions;ProductTypes;ProductValues;Products;SaveChangesAsync,_uow.ProductAttributeDefinitions;_uow.ProductTypes;_uow.ProductValues;_uow.Products;_uow.SaveChangesAsync
ProductService,DeleteAsync,tesisproject.backend/Services/Implementations/ProductService.cs:317,LOGIC_CHANGE,TODO_LOGIC,338,ProductAuthors;ProductValues;Products;SaveChangesAsync,_uow.ProductAuthors;_uow.ProductValues;_uow.Products;_uow.SaveChangesAsync
ProductService,FailConflict,tesisproject.backend/Services/Implementations/ProductService.cs:598,ADAPTABLE,CREATED,,,
ProductService,FailUnexpected,tesisproject.backend/Services/Implementations/ProductService.cs:604,ADAPTABLE,CREATED,,,
ProductService,GetByIdAsync,tesisproject.backend/Services/Implementations/ProductService.cs:153,LOGIC_CHANGE,TODO_LOGIC,,Products,_uow.Products
ProductService,Key,tesisproject.backend/Services/Implementations/ProductService.cs:354,ADAPTABLE,CREATED,,,
ProductService,ListAsync,tesisproject.backend/Services/Implementations/ProductService.cs:175,LOGIC_CHANGE,TODO_LOGIC,,Products,_uow.Products
ProductService,ListByProjectAsync,tesisproject.backend/Services/Implementations/ProductService.cs:201,ADAPTABLE,CREATED,,Products,_uow.Products
ProductService,MapDataTypeToString,tesisproject.backend/Services/Implementations/ProductService.cs:536,ADAPTABLE,CREATED,,,
ProductService,MapToDetailDTO,tesisproject.backend/Services/Implementations/ProductService.cs:491,LOGIC_CHANGE,TODO_LOGIC,,,
ProductService,MapToListItemDto,tesisproject.backend/Services/Implementations/ProductService.cs:361,ADAPTABLE,CREATED,,,
ProductService,NormalizeOptionalText,tesisproject.backend/Services/Implementations/ProductService.cs:358,ADAPTABLE,CREATED,,,
ProductService,NormalizeRequiredText,tesisproject.backend/Services/Implementations/ProductService.cs:356,ADAPTABLE,CREATED,,,
ProductService,NormalizeValue,tesisproject.backend/Services/Implementations/ProductService.cs:544,ADAPTABLE,CREATED,,,
ProductService,NotFoundFailure,tesisproject.backend/Services/Implementations/ProductService.cs:579,ADAPTABLE,CREATED,,,
ProductService,ProductService,tesisproject.backend/Services/Implementations/ProductService.cs:41,ADAPTABLE,CREATED,,,
ProductService,RelayFailure,tesisproject.backend/Services/Implementations/ProductService.cs:585,ADAPTABLE,CREATED,,,
ProductService,SyncAuthorsAsync,tesisproject.backend/Services/Implementations/ProductService.cs:375,LOGIC_CHANGE,TODO_LOGIC,,ProductAuthors,_uow.ProductAuthors
ProductService,SyncValuesAsync,tesisproject.backend/Services/Implementations/ProductService.cs:399,ADAPTABLE,CREATED,,ProductValues,_uow.ProductValues
ProductService,UnexpectedFailure,tesisproject.backend/Services/Implementations/ProductService.cs:582,ADAPTABLE,CREATED,,,
ProductService,UpdateAsync,tesisproject.backend/Services/Implementations/ProductService.cs:237,LOGIC_CHANGE,TODO_LOGIC,293,ProductAttributeDefinitions;Products;SaveChangesAsync,_uow.ProductAttributeDefinitions;_uow.Products;_uow.SaveChangesAsync
ProductService,ValidateAndNormalizeValues,tesisproject.backend/Services/Implementations/ProductService.cs:435,ADAPTABLE,CREATED,,,
ProductService,ValidateAttributeValue,tesisproject.backend/Services/Implementations/ProductService.cs:554,ADAPTABLE,CREATED,,,
ProductService,ValidationFailure,tesisproject.backend/Services/Implementations/ProductService.cs:576,ADAPTABLE,CREATED,,,
ProductTypeDesignService,CreateNewProductTypeCatalogTemplate,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:412,DIRECT,CREATED,,,
ProductTypeDesignService,FailUnexpected,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:375,DIRECT,CREATED,,,
ProductTypeDesignService,GetDesignAsync,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:37,DIRECT,CREATED,,ProductAttributeDefinitions;ProductAttributes;ProductTypes,_uow.ProductAttributeDefinitions;_uow.ProductAttributes;_uow.ProductTypes
ProductTypeDesignService,Key,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:407,DIRECT,CREATED,,,
ProductTypeDesignService,MapAttributeToDetail,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:430,DIRECT,CREATED,,,
ProductTypeDesignService,MapDefinitionToDetail,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:441,DIRECT,CREATED,,,
ProductTypeDesignService,MapProductTypeToCatalogDetail,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:421,DIRECT,CREATED,,,
ProductTypeDesignService,NormalizeName,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:409,DIRECT,CREATED,,,
ProductTypeDesignService,ProductTypeDesignService,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:27,DIRECT,CREATED,,,
ProductTypeDesignService,SaveDesignAsync,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:114,DIRECT,CREATED,163,SaveChangesAsync,_uow.SaveChangesAsync
ProductTypeDesignService,SyncDefinitionsAsync,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:299,DIRECT,CREATED,,ProductAttributeDefinitions,_uow.ProductAttributeDefinitions
ProductTypeDesignService,UpsertAttributeAsync,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:254,DIRECT,CREATED,,,_productAttributeService.CreateAsync;_productAttributeService.UpdateAsync
ProductTypeDesignService,UpsertProductTypeAsync,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:176,DIRECT,CREATED,209;248,ProductTypes;SaveChangesAsync,_uow.ProductTypes;_uow.SaveChangesAsync
ProductTypeDesignService,ValidationFailure,tesisproject.backend/Services/Implementations/ProductTypeDesignService.cs:381,DIRECT,CREATED,,,
ProjectExtensionService,CreateAsync,tesisproject.backend/Services/Implementations/ProjectExtensionService.cs:64,ADAPTABLE,CREATED,132,ProjectExtensionTypes;ProjectExtensions;Projects;SaveChangesAsync;Visits,_uow.ProjectExtensionTypes;_uow.ProjectExtensions;_uow.Projects;_uow.SaveChangesAsync;_uow.Visits
ProjectExtensionService,DeleteAsync,tesisproject.backend/Services/Implementations/ProjectExtensionService.cs:268,ADAPTABLE,CREATED,279,ProjectExtensions;SaveChangesAsync,_uow.ProjectExtensions;_uow.SaveChangesAsync
ProjectExtensionService,GetByIdAsync,tesisproject.backend/Services/Implementations/ProjectExtensionService.cs:156,ADAPTABLE,CREATED,,ProjectExtensions,_uow.ProjectExtensions
ProjectExtensionService,Key,tesisproject.backend/Services/Implementations/ProjectExtensionService.cs:296,ADAPTABLE,CREATED,,,
ProjectExtensionService,ListAsync,tesisproject.backend/Services/Implementations/ProjectExtensionService.cs:175,ADAPTABLE,CREATED,,ProjectExtensions,_uow.ProjectExtensions
ProjectExtensionService,ListByProjectAsync,tesisproject.backend/Services/Implementations/ProjectExtensionService.cs:198,ADAPTABLE,CREATED,,ProjectExtensions,_uow.ProjectExtensions
ProjectExtensionService,MapToListDTO,tesisproject.backend/Services/Implementations/ProjectExtensionService.cs:299,ADAPTABLE,CREATED,,,
ProjectExtensionService,ProjectExtensionService,tesisproject.backend/Services/Implementations/ProjectExtensionService.cs:58,ADAPTABLE,CREATED,,,
ProjectExtensionService,UpdateAsync,tesisproject.backend/Services/Implementations/ProjectExtensionService.cs:221,ADAPTABLE,CREATED,247,ProjectExtensions;SaveChangesAsync,_uow.ProjectExtensions;_uow.SaveChangesAsync
ProjectFlatReportService,GetFlatReportAsync,tesisproject.backend/Services/Implementations/ProjectFlatReportService.cs:37,LOGIC_CHANGE,TODO_LOGIC,,,_db.AppUsers;_db.Budgets;_db.Convocations;_db.ExternalResearcherProjects;_db.ExternalResearchers;_db.FundingTypes;_db.GroupMembers;_db.GroupTypes;_db.Groups;_db.Institutions;_db.MemberRoleTypes;_db.ObjectiveTypes;_db.ProductAttributeDefinitions;_db.ProductAttributes;_db.ProductTypes;_db.ProductValues;_db.Products;_db.ProjectObjectives;_db.ProjectResearchCategories;_db.ProjectStates;_db.ProjectTypes;_db.Projects;_logger.LogInformation
ProjectFlatReportService,GetProfileEmail,tesisproject.backend/Services/Implementations/ProjectFlatReportService.cs:506,DIRECT,CREATED,,,
ProjectFlatReportService,GetProfileKey,tesisproject.backend/Services/Implementations/ProjectFlatReportService.cs:497,DIRECT,CREATED,,,
ProjectFlatReportService,GetProfileName,tesisproject.backend/Services/Implementations/ProjectFlatReportService.cs:503,DIRECT,CREATED,,,
ProjectFlatReportService,GetProfilePhone,tesisproject.backend/Services/Implementations/ProjectFlatReportService.cs:509,DIRECT,CREATED,,,
ProjectFlatReportService,LoadExternalFacultiesAsync,tesisproject.backend/Services/Implementations/ProjectFlatReportService.cs:426,EXTERNAL_BOUNDARY,CREATED,,,_externalAcademics.GetFacultiesAsync;_logger.LogError;_logger.LogInformation;_logger.LogWarning
ProjectFlatReportService,LoadExternalProfilesAsync,tesisproject.backend/Services/Implementations/ProjectFlatReportService.cs:458,EXTERNAL_BOUNDARY,CREATED,,,_externalDirectory.GetAllAsync;_logger.LogError;_logger.LogInformation;_logger.LogWarning
ProjectFlatReportService,ProjectFlatReportService,tesisproject.backend/Services/Implementations/ProjectFlatReportService.cs:25,DIRECT,CREATED,,,
ProjectFlatReportService,ToFirstByKey,tesisproject.backend/Services/Implementations/ProjectFlatReportService.cs:516,DIRECT,CREATED,,,
ProjectMatrixService,AddIfFound,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:796,DIRECT,CREATED,,,
ProjectMatrixService,AddIndexes,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:603,DIRECT,CREATED,,,
ProjectMatrixService,AddRangeIfPresent,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:639,DIRECT,CREATED,,,
ProjectMatrixService,AddSummaryError,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:348,DIRECT,CREATED,,,
ProjectMatrixService,BuildColumnMap,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:651,DIRECT,CREATED,,,
ProjectMatrixService,BuildDocuments,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1161,DIRECT,CREATED,,,
ProjectMatrixService,BuildExtensions,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1089,DIRECT,CREATED,,,
ProjectMatrixService,BuildExternalFlagsMatrix,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:521,DIRECT,CREATED,,,
ProjectMatrixService,BuildFinancialMatrix,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:500,DIRECT,CREATED,,,
ProjectMatrixService,BuildFullMatrix,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:566,DIRECT,CREATED,,,
ProjectMatrixService,BuildImportedProjects,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:968,DIRECT,CREATED,,,
ProjectMatrixService,BuildObjectiveHeaders,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:384,DIRECT,CREATED,,,
ProjectMatrixService,BuildObjectiveMatrix,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:468,DIRECT,CREATED,,,
ProjectMatrixService,BuildProjectMatrix,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:405,DIRECT,CREATED,,,
ProjectMatrixService,BuildVisitPeriods,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1124,DIRECT,CREATED,,,
ProjectMatrixService,CollapseSpaces,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1411,DIRECT,CREATED,,,
ProjectMatrixService,ExtractColumnsSection,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:862,DIRECT,CREATED,,,
ProjectMatrixService,FailOperationCanceled,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:318,DIRECT,CREATED,,,
ProjectMatrixService,FailUnexpected,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:312,DIRECT,CREATED,,,
ProjectMatrixService,GetByHeader,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1474,DIRECT,CREATED,,,
ProjectMatrixService,GetHeadersByIndexes,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:375,DIRECT,CREATED,,,
ProjectMatrixService,GetIndexOrDefault,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:553,DIRECT,CREATED,,,
ProjectMatrixService,HasPositiveValue,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:621,DIRECT,CREATED,,,
ProjectMatrixService,IndexOfFirst,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1490,DIRECT,CREATED,,,
ProjectMatrixService,IsAllEmpty,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:357,DIRECT,CREATED,,,
ProjectMatrixService,IsTransferredRow,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:362,DIRECT,CREATED,,,
ProjectMatrixService,LooksLikeRealName,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1421,DIRECT,CREATED,,,
ProjectMatrixService,LooksLikeResolutionCode,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1259,DIRECT,CREATED,,,
ProjectMatrixService,NormalizeAndUnifyTextColumn,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:889,DIRECT,CREATED,,,
ProjectMatrixService,NormalizeDecimalNumber,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:804,DIRECT,CREATED,,,
ProjectMatrixService,NormalizeHeader,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:841,DIRECT,CREATED,,,
ProjectMatrixService,NormalizePersonKey,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1433,DIRECT,CREATED,,,
ProjectMatrixService,ParseDate,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1537,DIRECT,CREATED,,,
ProjectMatrixService,ParseDecimal,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1519,DIRECT,CREATED,,,
ProjectMatrixService,ParseInt,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1508,DIRECT,CREATED,,,
ProjectMatrixService,ParsePeopleFromCell,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1286,DIRECT,CREATED,,,
ProjectMatrixService,PrintMatrixPreview,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1058,DIRECT,CREATED,,,
ProjectMatrixService,ProjectMatrixService,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:35,DIRECT,CREATED,,,
ProjectMatrixService,RemoveIndexes,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:612,DIRECT,CREATED,,,
ProjectMatrixService,RemoveLeadingTitles,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1388,DIRECT,CREATED,,,
ProjectMatrixService,RemoveTrailingPunctuation,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1416,DIRECT,CREATED,,,
ProjectMatrixService,SafeGet,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:1500,DIRECT,CREATED,,,
ProjectMatrixService,UploadAsync,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:43,LOGIC_CHANGE,TODO_LOGIC,,,_logger.LogInformation;_projectService.ImportFromMatrixAsync
ProjectMatrixService,UppercaseColumn,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:450,DIRECT,CREATED,,,
ProjectMatrixService,ValidationFailure,tesisproject.backend/Services/Implementations/ProjectMatrixService.cs:324,DIRECT,CREATED,,,
ProjectObjectiveService,CollectObjectiveActivityIds,tesisproject.backend/Services/Implementations/ProjectObjectiveService.cs:330,DIRECT,CREATED,,,
ProjectObjectiveService,CreateAsync,tesisproject.backend/Services/Implementations/ProjectObjectiveService.cs:145,DIRECT,CREATED,184,ObjectiveTypes;ProjectObjectives;SaveChangesAsync,_uow.ObjectiveTypes;_uow.ProjectObjectives;_uow.SaveChangesAsync
ProjectObjectiveService,DeleteAsync,tesisproject.backend/Services/Implementations/ProjectObjectiveService.cs:262,DIRECT,CREATED,274,ProjectObjectives;SaveChangesAsync,_uow.ProjectObjectives;_uow.SaveChangesAsync
ProjectObjectiveService,FailNotFound,tesisproject.backend/Services/Implementations/ProjectObjectiveService.cs:327,DIRECT,CREATED,,,
ProjectObjectiveService,FailValidation,tesisproject.backend/Services/Implementations/ProjectObjectiveService.cs:324,DIRECT,CREATED,,,
ProjectObjectiveService,GetByIdAsync,tesisproject.backend/Services/Implementations/ProjectObjectiveService.cs:119,DIRECT,CREATED,,ProjectObjectives,_uow.ProjectObjectives
ProjectObjectiveService,GetByProjectWithActivitiesAsync,tesisproject.backend/Services/Implementations/ProjectObjectiveService.cs:58,DIRECT,CREATED,,ProjectObjectives;VisitObjectiveActivityProgresses,_uow.ProjectObjectives;_uow.VisitObjectiveActivityProgresses
ProjectObjectiveService,ListByProjectAsync,tesisproject.backend/Services/Implementations/ProjectObjectiveService.cs:32,DIRECT,CREATED,,ProjectObjectives,_uow.ProjectObjectives
ProjectObjectiveService,ListByProjectWithActivitiesAsync,tesisproject.backend/Services/Implementations/ProjectObjectiveService.cs:279,DIRECT,CREATED,,ProjectObjectives;VisitObjectiveActivityProgresses,_uow.ProjectObjectives;_uow.VisitObjectiveActivityProgresses
ProjectObjectiveService,ProjectObjectiveService,tesisproject.backend/Services/Implementations/ProjectObjectiveService.cs:25,DIRECT,CREATED,,,
